reviews,stars
Super Guitar for this price range.,5
Guitar is not helpful,1
One string broken reccived in guitar,1
guitar is small and sound is not good,2
Exlent...,5
There is no iron rod,2
amazing,5
It's really gud for beginners...,5
Real beauty,5
Worst 👎 Plz don't buy the body was broken from inside.,1
I replace it and it don't let see,1
"Product is nice but I saw little scratches on itOtherwise it is good you can buy if you have a  budget less than 2500......Sound quality is not too good , but it is best for beginners and easy to learn. 🙂It has 18 frets.....🙂",3
awesome product,5
awesome product i like it :),5
"The media could not be loaded.
                



 Loved it",5
Superb guitar,5
Awesome guitar....,5
superb!!!,5
Not a good deal at all,1
Very good quality at this price,5
Very good guitar and Best Price,5
"Considering the price, pretty decent sound",5
perfect and excellent product,5
Bad quality..  Strings and wood..  Not a ₹7000 guitar just a ₹2000 guitar..  Not happy  want my money back,1
Defective product delivered,1
best guitat at this price.. :),5
Nice product for bigginar,5
"not recomennded,frets are not place right as d hence one has to buy another one if we want to learn",1
Good guitar for beginners,5
Excellent product. I just loved it.,5
"String, straps are absence",2
Waste of MoneyNot a complete set,1
Broken product,1
Best one for beginners !!,5
I have got damaged item . There is crack on fretborad and last string has broken. So please help me. What should I do now .,1
Very poor quality. The board was already swelled up by the time it was delivered. Wouldn't recommend to anyone.,1
guitar is very beautiful,5
Okk in that price,5
Great!,5
👎,1
Bad quality of productStrings are damaged replace my product,1
I order twice and got damage product both time now returning again,1
Don't buy you'll regret it.,1
nice product....u can buy it,5
This is a small one,2
GooooooD,5
The bad product i ever purchased from amazon dont but it total wastage of money i returned it on immediate next day.,1
nice product & best quality,5
"Amazing one,totally worth it.",5
value for money.,5
Worst product ever.dont buy this product.0 star and more over I didn't got refund money,1
ok,2
Quality sucks,1
Its quality is very poor  never buy it is waste of money,1
Low price got good Guitar,5
Good product for beginners,5
Received the part in broken condition. Disappointed and shocked.,1
Manufacture error everywhere....Worst one,1
I got this in broken state,1
This the best value for money Guitar,5
Best product!,5
String came off,1
Very good ..Awesome buy,5
its just superb,5
Very worst,1
_____ decent product _____ decent sound _____ gud in this price range ____ n decent to play as well ____,3
worth for beginners,5
Received in Excellent condition.,5
Awesome sound.... I love it,5
"Finger board and String Distnce is more...Finger board is slightly bent(Fred Board)...Not happy with this product, i thought its one of the good guitars for the beginers but overall not satisfied",1
Poor quality the string broke with in a few minutes. The extra string also did not last for a day.,1
"impressive, more than expected",5
Got broken string,1
Feels like second hand,1
"Arrived today with two stings broken and no extra stings, picks found",1
I requested for return of the product on Nov 12. But can’t see the status,1
Its fantastico,5
Perfect for price tag.,5
Go for a little more expensive guitar. This is not recommended at all.,1
It was dublicate please dont buy it if you are looking for a one time long buy,1
Damage,1
Definitely poor quality guitar,1
beginners choice..,5
Made of cheap quality ply,1
"Doesn't have a truss rod, neck started to bend even before I started practicing.Now I have to take it to the shop to get it repaired, useless.",1
In short: better than expected.,5
Quality is very poor/ this not value for money.,1
Strings heights is to much and fingers hurt. Other than that nech was brocken on pretty much all the products i think. Had to return,1
Maza nahi ata h,1
For beginner its okay but not goog for professional quality ok ok at this rate sound is good easy to learn,3
Product is damaged... Tunning is worst... Not even tune like a guitar... Poor quality,1
Go. For it 😊😊😊,5
Perfect!,5
Quality of guitar is okay okay! It’s not what I expected.,1
It's very good,5
Worthless,1
This one is best.,5
My product was sound not good,1
The quality is poor,1
It's not good for playing product are very low quality,1
Better than expected,5
"Sounds awful, As a beginner i can say one thing go for best on , this perticular guitar has is a low quality and the fretboard will bend when you tight the strings which means the length between strings and the fret is high,go for the 21 frert guitar, for the price its a bank for the buck but its not ment for learning purposes, its for your 11year old kid let them play",2
Good 1......,5
Nice Product,5
Good enough,5
Excellent quality and value for money. Recommended.,5
Very very bad experience,1
It is damaged,1
Cant ask for more,5
When i receive this item one of the wire were in broken condition,1
The product was damage,1
A super bad guitar . NOT RECOMMENDED,1
eagrly waiting for this but finally I received damaged product 😐,1
Best product at low price,5
For 2000 rs its a really really good purchase...i was a beginner when i bought this as my very first guitar and it really really supported me as i moved forward,5
Fantastic,5
I love it :),5
Excilent nice product,5
Damaged product delivered I applied for return,1
GOOD PRODUCT,5
Nice...,5
Excellent instrument received...,5
don purchase this guitar waste of money ....and quality of this guitar is not good ...,1
The package did not have strings and 2 picks as noted in the included items. Now I need to buy them separately.,1
"I have this guitar since 4 years now. I bought this when I wasn't having any idea about guitars, it's quality, etc. I found it cheap so I purchased it.But later on when I joined a guitar class, I got to know that it's sound quality & overall wood quality isn't good.There's no metal rod to support the neck which is why it can get bent easily.The wood is just ""Bhusa ply"" which means it's made from saw dust so it isn't good.I'd suggest that don't buy Juarez. There are many other brands like Aria, hobmer, revolt, etc which are available offline with just 1k-2k extra around 4.5k, 5k, etc",2
It was damaged fully very very bad 👎,1
great product,5
What the hell,1
Love it,5
Fantastic ..thanks amazon,5
Poor sound.,1
Nice product. Produces very good sound.,5
Nuts are looseOtherwise it is really good for learners,1
"It came off after 3 months, they didn't gue it well. But worth money.",1
Expectations matched,5
Nice guitar in this price range.,5
not bad,1
It is good to see but it's reality comes out in playing it. It's sound quality is not good,1
Fully satisfied,5
not good,1
No nice,1
Nyce,5
"Please don't buy, very bad quality and no one like to play. For look 1 start is given :(",1
So bad,1
"Only guitar and bag has been delivered while shoulder strip,  extra string and string pic are missing in consignment..  Pathetic",1
Hey guys please don't buy this guitar. Sound quality is too poor & string also not working well,1
Superb product and amazon service,5
super,5
Excellent model,5
Wo rat product,1
Dislike,1
Please return the product.i was so busy as my father passed away.plz.the productbis deffective.,1
2 strings can't tune..Totally *****,1
Bad order give me a free guitar on15 the nov,1
"hey ,,, they have painted old guitars ... and selling as new ones....guitars cannot be tuned to high notes...it has more buzz",1
Very bad in quality as it broken it self from string setting angle.,1
Grt,5
"i order this guitar but it is uncompletted you dosn t give me Bag, Strings, Pick and Strap, Black help for me part is missing",1
not good....it is easily available in market at lower price........there is lots of defect so i returned it back.mostly in frets and strings,1
"Its not a full size proper guitar, more like a toy than music instrument ...not worth buying at all ... skip pls !!",1
very good quality and meets expectations.,5
Got defective,1
awsm product,5
Hopeless product...worst quality wood used..got broken in less than 6 months...waste of money,1
The Guitar is small then actual size. Packing of guitar was not good. I founded defective guitar .So I returned this guitar.,1
Product is good but its delivery is worst and in replacement they send already used one with strings broken.worst product replacement,3
I have received a faulty one. It is not getting tuned,1
Terrible sound.,1
Look good but quality is very poorPoor sound  it name sould be garbage not Juarez very disappointed with theguitar,1
I got damaged guitar plz don't buy thisIt is my humble request........ PlzzzzVery bad product,1
"The guitar is good but I didn't got the bag, strap, glimse and extra strings then why the he'll you charge that much?",1
Not good.  Very low quality material used...  It might get spoiled soon,1
No good,1
Faulty product. Please dont buy. Worst finishing and wood pasting. Bag quality is also very poor. It is totally wastage of money.,1
don't have hook for belt. size is little bit small. over all good but very disappointed with belt which i am not able to fix.,1
No,1
"Packaging isn't that good. Built quality is okay for this price. Finishing is not as expected. Sound quality is just okay. Paint had gone at few parts. Overall, a bit less then expected for this price.",3
Not a good guitar for beginners. The strings are too high and unadjustable. For show off purpose its fine.,1
Super*****,5
worst!!!!,1
Very less Sound...,1
Tooo good,5
Broked within a month,1
its too smooth,1
Very small size and amount shows as MRP was very highFake discount was given,1
"Not worth it people very cheap wood quality, sounds bad i mean pathetic and the strings they give is also cheap quality.. I would suggest dont buy this product ever...",1
utter disappointed with the product. ordered for my daughter. Product was defective and broken. Ordered replacement.,1
"1st time i recived it was damage and after made replacement after recived replacement guitar was okey but items were miss No pick,No Strip,No strings",1
Very worst product and return was not possible! We tried for return once but it was only possible for replacement!!,1
The worstest product ever !! Broken strings and frets were painted!! What the hell !!,1
"The media could not be loaded.
                



 Diffective , parts missing, worst experience.Worst Experience, Very bad quality, need a return. Worst Experience , Very much Bad",1
"Some said good for beginners, absolutely misguiding. Strings are too hard for beginners. Doesn't give proper sound. U will be frustrated",1
I order this and amazon delivered us defective piece broken from finger board,1
"Size is not compatible and return policy is very bad, not cleared.",1
Poor quality guitar bag.Zip also not working. Poor sound.,1
Not at all good strings are too much high not able to play properly,1
One string broken within 10 days. After replacement date over product damaged. Very basic product. Do not buy this product,1
I got the guitar today but with no accessories. Now I have to wait another 2 weeks to get the same guitar with accessories,1
It is a verry  bad,1
Got broken Guitar,1
The string of thus guitar will hurt your fingure and tge sound is not up to mark.,1
The packaging was too good. But the problem is with the keys...it's too tight to rotate... and can't keep hold at the sounds,3
Received broken guitar,1
I am receive 5 string and tuning keys are damaged,1
Chutiya product,1
Not worth it. Very small in size,1
Faulty product,1
Gap between fretboard and strings are so distant. Very sad. It's hurting my child's fingers.,1
It's too good. Handier,5
Perfect for beginners,5
It is not working,1
It was broken. Do not buy this product,1
Its superbe buy it,5
I received the guitar 🎸 in very bad condition. There were many scratches. Totally lost of money,1
Got guitar with one string broken,1
Received damaged /broken item. After then apply for Claim to refund,1
"Your executive was not co-operative, he was not polite",1
Costly  cheap low quality product,1
Broken at the neck,1
Got a damaged piece and i requested for a replacement which also turned out to be a damaged one!,1
Very bad guitar ever had the guitar is wapoedv in just 4 month,1
Cheap Chinese Guitar.Actually not a guitar. Its just a plywood box made in guitar shape.,1
no more function in this,1
Product damaged and also box damaged ....,1
Guitar doesnt have the nail on the neck side of it to use the belt which makes the belt useless.,1
It's broken !!!,1
Guitar is damaged,1
awesoomesttttttt guitarr,5
Strings are very poor quality not suitable for beginners,1
Waste of money...neck us heavy...buzz sound while playing  strings...not happy...,1
Product is damage.& 1string was already broken.,1
There was no pick in it.,1
Damaged product received.,1
The sound is irrelevant and strings go out of tune very Often. I need a refund!!,1
"I didn't recieve extra strings, picks nor the belt,  else the guitar is fantastic",1
"Broken item , and replacement piece too had got broken badly so very upset with the product..",1
awesome one..,5
"Here’s what you need to know before you read this review; first, I am not a professional musician/guitar player; however, I consider myself quite a musical person and I do own a few musical instruments including some  Casio and Yamaha keyboards, flutes and have owned some very professional musical studio equipment including sound boards like AWE64 and 32 from Creative; of course, I have reviewed tons of these kind of things in the past.So, I have done quite a bit of messing around, just not a ‘professional’ type; keep that in mind. So, if you are looking at this guitar, probably you are starting out, or you simply don’t want to spend too much money on getting one of the bigger brand names; whatever, it is I hope this review helps you decide.What I liked——————+ The packaging. Amazon literally went overboard with this, the box I received the guitar in could easily be mistaken for a 40” LCD TV. In fact, I actually thought, they sent me a TV instead of a guitar. Oh how I wish :)+ Very Good Build quality.  For the price, the build quality is a shocker, it’s really good and I love the colour - black, smooth and nice. There were no dings or anything, which I could find with an eagle eye. However, it’s quite light, and you might now want to drop it; it may take a drop or two, but I would just strap it on first.+ The size and weight. At 38 inches, the size is pretty good and being light weight it’s comfortable to hold.+ The accessories. For a guitar, all the accessories are included - you get the strap, replacement strings, two picks and a nylon carrying case. That’s super nice. If you are going to use this guitar to start learning, the additional strings will help, in case you break the original.+ The notes. If you are buying a guitar, you obviously want to know how clean the notes were. I would say to my ears, perfect. Just remember to tune it before you start, which is pretty important.What I didn’t Like————-————- Nothing. Yeah, I actually loved this guitar all through. I can’t even think of anything to nick pick.What else do you need to know——————————————————1. If you are buying this guitar or any other guitar, you will need to tune it right. So, make sure you do that before you play it. You can use a tuning box, or you can simply get an App like GuitarTuna. I got it tuned pretty perfectly with in a few minutes.2. Clean the strings. It will last longer.3. Playing a guitar takes a lot of practice; meaning don’t just expect yourself to become Jimi Hendrix in an hour of getting one. As an amateur guitar player, I am still learning the ropes. And did I tell you that it hurts after fretting for a while.Should you buy it?————————Yes.I definitely recommend getting this guitar for the price it is at - if you want to learn a guitar, or start with one; it will surprise you at that; it’s even cheaper than buying a used guitar. Once you get the hang of it and learn more; you can get yourself a more expensive one.Hope this review helps you decide.",5
Local,1
Tuning it's G string and playing felt really hard don't buy this if you are at an intermediate level this is best for children who are starting to learn guitar,3
Quality of strings very bad....cut twice...,1
I want to replace it!,1
It always has some flaws ..... dealer is not keen to sale good conditioned product.. returned it 1st because it was defective and received it after the replacement and the new delivered product is also bit damaged at back side. Would not return this time but expecting some return compensation from Amazon as I ordered it from Amazon.,2
Worst.Strings are very loose.,1
cheap,1
Broke instrument and please deliever or pick at saturday or any day at morning,1
It's a toy Don't waste ur money,1
Guitar is good.. Sound quality is also good... But it took hell lot of time to tune the guitar... String quality is not that good..,4
"Don't buy,its very cheap, it's not a guitar, it's a toy, bloddy toy",1
I didn't like the quality of the product.It's too low!!!,1
Horrible product..I demand a refund ASAP,1
bekaarrrr.......worst sound quality.......very high action,1
"I have gifted this, the gift was really appreciated. Looks and overall all good. Sond quality is also good. Like this",4
"Poorest quality don,t buy it",1
Worst. I received a btoken piece,1
Worst packing ever. I got defective product. This guiter Can not be tuned.,1
The product was broken from back side. Not good,1
Cheap quality ...,1
Don't buy if you're an experienced guitar player. Size is too small,1
"Worst guitar, strings are too fragile and neck is uprooted in just few days.",1
Out of Tune. No Truss Rod thus its a waste of money.,1
I got left hand guitar the pictures opposite,3
Not for good,1
"No accessory received, just plain guitar with bad quality.",1
Didn't last 2 months and the string broke,1
"The product is broken two-time. After returning the product, I got tthe broken product again. this is realy unfair.",1
Guitar is not a good quality also in the box it shows guitar plus strings plus guitar bag but guutar and bag is there no strings are presnet inside.,2
"This is a great Guitar at this price . You can go for it for sure.If you are still confused about the sound quality and how it will be for beginners.Go to my youtube channel ""maseeha"". There is a full length review.Search for ""budget friendly guitar maseeha"" on youtube.",4
Nice Guitar for Beginners. Affordable for those who wants to buy guitar within a tight budget.Love it and recommend you also to buy it.,4
Dont buy it.Total waste of money,1
Got a broken string guitar,1
आपकी डिलेवरी सर्विस बहुत ही ज्यादा खराब है 2 दिन केवल ऐड में दिखाया जाता हैं पर सत्यता कुछ और ही है।,2
"got the product.Worst quality guitar, product as well as shipping box is damaged. Attaching few images.",1
My order no is 402-0131615-1717143 I got my guitar but accessories are missing can you please re dispatch,1
quality is very bad,1
poor quality strings,1
Duplicate product .Not worth. Nonsense showing lightening deals offering heavy discounts on useless products.,1
There are many scratches on the guitar,1
cost is very high,1
Not of a good quality .no point for attaching the strap and one string missing,1
A very good guitar for beginners. Worth the cost. Packing was okay but could have been a little more better. Nice.,4
Product is not good. It is difficult to hold and play because of broader base..,1
Sound quality is low and u can't differentiate sounds,1
Not even GuitarJust Luck like wooden pc paintedCracked from various location,1
Delivery was too Bad.But product is too good!,1
Didnt like the product will you please change the product that is not working proper,1
Action 2mm-4mm.It should be 1mm. Sound not smooth. Measurement 96×36×8 is not match to given. Good guitar to start.Enjoy guitar with low prices.,4
Plz confirm all the things related to product bcoz it show's bblogger but not in reality,1
Sach a amazing product 😍Great and awesome colourQuality is great and best for beginners for learning guitar 🎸,5
The product was nice. But i didn't got 2N pick n one extra strip with it.and it was gifted by someone i didn't even got the gift message also..,3
Guitar has high action ( i.e. Distance of strings from board is very large compared to guitars for beginners) and this may resent you from practicing it regularly. I got it for 1.5k so I am not so much disappointed. But I'll definitely not recommend this guitar for beginners.,3
This is third class product because of made by Chinese,1
Bad buy. Received broken. And design is such very susceptible to break.,1
item is broken. totally disappointed never expected from amazon.,1
Actually because of this lockdown I brought this! Initially I thought it will not upto the mark! But this works very good actually ! But the sound quality is ok ! And it took me 1 week to delivery ! And packaging is good! Nice one to try for beginners how want to explore guitar in cheap rate !,4
Sound quality is not good,1
"It's Look""s GoodBut There Is Too Many Problems in their Guitar .....#Very Light#string are poor#Wood quality 👎#there is a Edge Which Are broken....!!!Hope You Understand !!",3
Worst quality  product never buy...just waste of money..,1
Quality not good as expected,1
Waste of money .,1
Not up to mark,1
Strings damaged requested for return,1
Nice product very nice sound quality and thanks a lot for my gf to gifted me this product guitar I love her,5
Strings are not of good quality.....,1
The strap nail was missing plus size was bit small . Have returned the product.,1
This is a good product but not that much I throwed it on the bed softly and then you know what happened,4
poorest guitar ever seen. zero sound quality,1
"The media could not be loaded.
                



 It's good for a begginer'sSounding is too good not badBtw nice product..Watch my vidio👍Basically if ur begginer then go for it..",3
"good body , good delivery,but hurts my finguressound quality is good but, it is not easy to tune, everyday I have to use tuner app to tune it",4
its too small..best for kids at this price tag.,1
Don't buy this.They are sending used and broken product.,1
"The description says wooden bridge, but it is plastic. Sound is damped. Inferior components. Not a standard instrument. Action is totally unsuitable. Bad finish on sides. Only the package is ok with box. Very low quality plastic pins. Strings were rusted. Make your choice carefully.",2
Missing a string,1
"Did not receive strings, pick and strap, just the guitar.. This is not done!",1
The quality is good .The packaging is nice and there are no cracks.Best to buy in budget for beginners. If you get the damaged product return and order new one,4
it will be a waste of money,1
Useless,1
Damaged product,1
B string sounded like a sitar,1
"This guitar isnt good on the long run, if you""re buying a guitar as a showpiece, go with this one but if you wanna learn to play and you will practice everyday buy a yamaha guitar, you can get hands on one for  10000. it might be a bit expensive for some of you but that thing will stay with you in the long run, if you take care of it. This guitar is ok for beginners but ill still not reccomend it.",2
This is the worst guitar I have ever experienced.,1
Guitar looks nice in design but it's very delicate It's finishing could have been much better The strap was of poor quality Strings are good It needs exrta care n maintenance while handling Packaging was not well sealed I received with its both sides of box open Not happy with the fretboard It lacks strength and it's not durable It can be a better gift in tight budget beginner's delight,3
Disgusted. Looks like a second hand product.,1
Sir product was damaged .the backside of guitar was broken so please cooperate.,1
Bht hi bekr guitar h yeh,1
Bakwas toota hua thA,1
Products is damaged pls return to the items,1
Cover is of very poor quality...Amazon delievery service is very bad..,1
Nope .... i cant put the strap on it. And bag size is different . Too small bag size,1
Bara bar nahi hain hatt only guitar diya baki ka kuchbhi nahi hain....,1
Small in size as compared to standard guitar but good for beginners .got this @1700,3
Frets are made of wood..,1
The product delivered to me have some damages,1
Low quality not really as show in picture and low quality strings .,1
You cannot tune this guitar,1
very poor product plz dont bye,1
It wire Are broked so much time,1
not good product....some of its accessories missing....please dont buy it,1
"This is my first guitar in my life, I love it and the sound is Ok & build quality is a bit low but for 2000₹ it is best. Thank U❤️",4
Received a used product,1
Broken guitar delivered useless,1
belt was not strong,1
Worth for value..strings are too weak,3
I got broken guitar.,1
did not get the accessories. only got the guitar!!,1
Not at all satisfaction,1
No accessories recieved.,1
Worst quality . Please don't buy.,1
Got damage product.,1
Got a damaged product.return it.,1
Sound is not good..,1
Worst product.. Don't buy!! Very poor quality..,1
"I am also experiencing the same thing,the gap betwwen frets and string is more we cannot play it well due too that..as i was a beginner but its a seeious issue...the gap should b lessAnd also they dont provide scratch guard",3
Got a broken guitar delivered.,1
Bekar hai,1
"Incomplete product ... Missing accessoriesNo strings, no pick, no straps",1
Just go for it it’s great for beginners..Need to tune using any tuner app before playing.It’s budget friendly and also good built quality,5
"Good guitar for beginners only.Pros.Nice lookGood soundVery comfortableReasonable priceGood to play chordsCons,Unable to tune properly.. Because tuning nab is very tight.Very hard to play lead. Because more gap between Fred and string.Bridge is not adjustable",3
Well I liked the guitar but some scratches were there on the upward side and the bag's quality from inside was not that good.  Overall a fine one.,3
Its worst,1
music box tut hua he,1
Product is nice but my product is defective....,1
Bhaut bekarr guitar hai ye,1
Very disappointed because the guitar had two damages in it one in guitar body and one in guitars head v v disappointed I don't have much time to return it so I kept it with me it's self,3
"In the product details it is mentioned that it has extra string and guitar pick, but I didn’t get those",4
Its awesome some sound quality but its cheap,1
Worst quality!,1
Worst condition of guitar 😤,1
"Most of the good reviewers must not have played this guitar for more than a week. When I initially bought it I thought it was a great purchase. I am a beginner so initial weeks of learning guitar was going well. Then I came across the dreaded F Major bar chord, that's when I realized the glaring problem this guitar has. The Action (distance between guitar and fretboard) is too high ! I tried modifying it using allen key provided but to no avail. I showed it to a friend of mine (who is a pro) who said the guitar design is flawed. Please don't buy this if you're genuinely trying to learn guitar. If you are trying to learn on your own you will easily get duped by such faulty designs. Get a recommendation from a friend before buying !",1
If u are a beginner the best affordable guitar.  Been using it for 3 and a half years no problem so far its small and easy to take along and lightweight,5
Product not so genuine,1
faulty product received,1
"Hi Namaste everyone,I just brought this guitar 2 weeks before,I'm just a beginner so I don't know much about guitar. So I thought of buying a budget guitar to study basics and I started my classes...Now I realized that my guitars fret board have a bend it's a born bend friends. And this guitar have no truss rod so it's not possible for you to adjust the fret bend... I suggest you all to buy a much better guitar ( beginner's too). Don't go for this kind of budget one, I don't know what to do with this guitar now.maybe I place in my show case..Guys collect money and buy a good guitar above mentioned is the truth I faced.i studied about this fret bends then I understood that this budget guitar's fret board will automatically bend with in 6 months, and will not get proper quality sound and also finger pain.So say no... And go for a good one God bless you all",2
damaged guitar,1
Average,1
First of alll it has good sound quality but strings are of poor quality... There should be some design in the front of the gutair and a scratch guard near the hole....,3
Very poor..i don't Like,1
Very poor product...,1
"it is although in budget but the guitar b=is of low quality , tbvvh.i purchased it but I m not gonna recommend it to anyone",2
"Great quality of product, easy to learn and great sound quality. Highly recommended and it is true to picture shown on Amazon.",5
Waste guitar,1
one string is not fixed it is cut,1
Not good  small size,1
Kit is not given  Rahul Bondre,1
"Sound  quality is not good,",1
"The guitar for the price of Rs.2000 is pretty good.Below are the pros and cons of the guitar:-Pros-1.It is pretty good if you are not sure whether or not you're gonna continue playing guitar.2.Its sound is bright for the size of its sound hole and body.3.Spaces between the frets are pretty accurate so if you decide to continue playing it will not be of great problem.Cons:-1.It does not have a truss rod.A truss rod is supposed to support a guitars neck which is the fret part.2.If you already know how to play a guitar DO NOT buy this product instead invest a little more and go for better brands.2.It has only 18 frets which is not a problem for beginners but will create a chaos once you have to use notes above the 18th fret.3.Its finishing and wood work inside the body is not accurate which may result in the guitar sounding odd at times.4.The tuning pegs are very hard and will give you a problem while you have to tune it.To conclude:-Only buy this guitar if you're not sure whether or not you'll continue playing guitar.If you've made tour mind that you wanna play guitar,invest just a little more and you'll open a gate to many other better brands.If you're already a guitarist;stay away.",3
"Nice sound quality!!  Truly worth to this prize, It's good for beginners!!",4
String quality is poor. It is broken,1
Did not get the pick or strap,1
"4 of my students already purchased this guitar before coming to me for classes and there are lot of issues in this guitar. For starters, intonation is really bad (which means 'besura' notes in layman's language) The bridge will come out after few months because the quality is cheap. One student has already faced this issue. There is no 'truss rod' as well which means there is no way to adjust action. And there are many more issues which a non-musician won't understand. If you go on OLX, you'll find many of this same guitar lying there to be sold 2nd hand because after joining guitar class and showing it to their guitar teacher, students realize how horrible the guitar is. A humble request for beginners - please don't buy guitar BEFORE joining guitar class. Your guitar teacher doesn't deserve that kind of torture to their EARS! 🤣 Ask your teacher first, and then buy. Don't trust your own judgement. Just because something makes SOUND doesn't mean it's good to use. This is more like a toy, not a guitar. Don't trust the reviews here as well. Majority of these reviews are written by beginners who have bad or average music-sense! Also, kindly upvote this review (click on the helpful button so that it appears on top) I am fed up of seeing this guitar in my class. If I see one more of this guitar in my class I swear I'll go crazy! Click on the HELPFUL button. I want every damn beginner in the world to read this!",1
No rating this,1
"This guitar is very nice. I like it, it is the best for beginers. In 1780 rs it is a good item  but its colour quality must be more improved.It is the good guitar 🎸... And thanks AMAZON",4
I got a broken guitar,1
Bahot hi bekar ....worst product,1
"If you are beginner, then please dont buy this guitar practice,  first the frets are so long its very tough for the chord progress, i almost gave up playing guitar becoz of this, i thought my fingers were so small cant able to able catch up the chords but truth is frets are so long.. u cant play on this guiatr for beginner layer. Just becoz the cost is low doesnt mean u can play well on this guitar well its my opinion.  Now i am gonna buy new one.. its my fault who bought this guitar out of excitement.. plz dont do the mistake like me.. buy a good one tho its costly its gonna stay longet throughout your journey. ALL THE BEST",1
"sound quality good , easy to learn, but strings are some weak.. but it is good product with minimum cost..",5
At this price it's ok to buy.,4
"The product was damaged..I'm so pissed off.. It was supposed to be a gift for my sister.. and I demand compensation for ruining the customer satisfaction.. And I've ordered for a replacement which will certainly arrive after my sister has left.. You guys ruined the whole moment.. How ungraceful..Edit : 25/8/2020,Got the replacement and the sharp smell of paint or whatever the furnishing thing is applied makes me want to puke. It's so annoying why there has to be something that bothers the buyer.. The last product didn't have any unpleasant scent.. but this one is something suffocating..Imperfect furnishing, if I knew it was going to be this bad, I would have preferred something that's not painted at all.",1
Were having many issues with the product. I returned it.,1
Good product and  awesome bulid quality nice sound quality. Value for money guiter. For beginners it's a good choice go for it,5
HORRIBLE GUITAR1) Strings are really bad quality. They hurt your fingers and you can not play at all if u have dry skin.2) the sound quality is so bad. I heard a song from a an acoustic guitar which was like much more expensive than this one and the sound was awesome there. For this guitar u really have to press hard on the fret board for clear sound and that too is not good. The f major chord sound comes realy weird in this3) the distanceeeeeee between the fret board and strings is so much that u can't play properly without hurting your fingers.4) in the first month itself it got scratches and dents all over it. 5) it won't last long cz it doesn't have a rod inside it so if u don't play it for a while all the strings will come out. A good quality guitar alwayysss stands long.PLEASE DONT BUY THIS GUITAR TO SAVE MONEY OR IF U THINK THAT IT INCLUDES EVERYTHING. YOU'RE REALLY GONNA REGRET IT,1
"The media could not be loaded.
                



 Average quality not good money point of view this are ok not better intern competition  that is ok not better",2
Wrst...Bad in quality..,1
"This guitar is best for beginners, sound quality is also good for money, My guitar has no problem and is delivered well.",5
"it is a preety much good guitar but the strings are low quality, i have to change the strings and there are only 18 frets",4
Very bad quality .....,1
size is way too small,1
Bad product,1
"The media could not be loaded.
                



 This product is just awesome , well it doesn't have truss rod but sounds are awesome , if you're budget is low then go for this  ,but there's no truss rod in itHardly you can use 5-9months this much time is enough for beginners to learn basic , even I learnt in this guitar basics , and now I can play chords I have Yamaha f280 now and vault.........",5
Very nice guitar 🎸 😊 and good sound ❤️it's  good  for beginners !!! and I'm happy 😊😊 ( amazing product ),5
Polish come out from corners at many sides... Quality is average.,3
FOR BIGGINERS IT IS REALLY GOOD.VALUE OF MONEYSOUND QUALITY IS NOT REALLY GOOD BUT SATISFIEDPACKAGING IS REALLY GOODYOU CAN BUY IT IF YOU R A BIGGINER😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍I LOVE THIS GUITARCOLOR IS UNBELIEVABLE SHINING GUITARI CANT BELIEVE THAT ONLINE GUITAR'S ARE SUCH AMAZING...I LOVE THIS REALLY BUT ONE THING *THIS IS NOT EASY TO LEARN*,5
Nice product....,4
Guitar is decent but the Action is way to high.,3
"String, shoulder strap string were missing.  This was the second time I ordered n again disappointed..",3
Good for beginners. Good packaging. quality is also good. Got 2 picks and extra strings. Best product in this price.,5
Great!! Was skeptical about buying dis.. gifted my brother he loved it!! Go for it guys.. wont regret seriously.. amazing,5
Is this made for  kids? Because I liked it for my son. Please  tell me  its very  necessary.  Black  Blazer,5
The product arrived on 26 one day before EDD the workman ship is above average light damage at the neck paint is not good peeling off at some places produces good sound tuned with the help of guitar tuna app all part of the product received in good condition amazon packing was amazing light weight so need to handle with care value for money at Rs 2600/- good for beginners like me . a beginners guitar before one graduate to pro it is worth for its price. The bag size is small it is very tight and bag itself is made of ordinary quality needs restiching. As u can c in the picture the bag is tight while zipping besides light damage at the neck,3
another product given,1
Good for beginners.. But not for professionals.. Best at this price,3
You have to keep tunning it frequently which is very tough for a beginners. Not meant for beginners who want to genuinely learn guitar,2
Good prodect,4
Received damaged piece,1
I gifted this to one of my friend... And she is very happy with it she loved it...Best choice for beginners.,5
Most Important point that no one will tell about you this guitar that this guitar is irreparable. Once the guitar action gets high you can't fix it in the shop because it doesn't have a truss rod which is a very important part of a guitar. Its tone is also very poor. I will suggest you buy a toy rather than buying this. Please buy a guitar from an instrument shop nearby. Maybe it's a little expensive than this but that will sound like a guitar.,1
worst dont buy anyone,1
1. The normal action on a guitar is 2.8 mm to 3 mm whereas on this guitar the action is 6 mm which is definitely going to hurt the fingers more than it should.2. The quality of the strings is poor.You need to tune this guitar twice or thrice a day or maybe even more which is terrible3. The sound quality is fine for this price .4. Overall this guitar is not worth it and it's better to purchase a guitar that you can play without losing a finger or two in the process,1
"Just good,",1
It's good,1
It's good for beginnersSound quality is amazing 😍Package is very good 👍,4
"The product was better then the expectation , action is also 0.4 inch, only the pick was hard look beautiful but useless for beginners,",5
